bitcoin-cash,litecoin,5.552359
bitcoin-cash,ethereum,0.14563787
bitcoin-cash,bitcoin,0.00733395
litecoin,bitcoin-cash,0.17995305
litecoin,ethereum,0.02621968
litecoin,bitcoin,0.00132036
ethereum,bitcoin-cash,6.862093
ethereum,litecoin,38.117814
ethereum,bitcoin,0.05034869
bitcoin,bitcoin-cash,136.257
bitcoin,litecoin,756.886
bitcoin,ethereum,19.853049
