bitcoin-cash,litecoin,5.556071
bitcoin-cash,ethereum,0.14564134
bitcoin-cash,bitcoin,0.00734309
litecoin,bitcoin-cash,0.18005704
litecoin,ethereum,0.02622014
litecoin,bitcoin,0.00132199
ethereum,bitcoin-cash,6.867563
ethereum,litecoin,38.151417
ethereum,bitcoin,0.05042216
bitcoin,bitcoin-cash,136.213
bitcoin,litecoin,756.706
bitcoin,ethereum,19.835529
