bitcoin-cash,litecoin,5.500987
bitcoin-cash,ethereum,0.14554136
bitcoin-cash,bitcoin,0.00732177
litecoin,bitcoin-cash,0.18170305
litecoin,ethereum,0.026443
litecoin,bitcoin,0.00133027
ethereum,bitcoin-cash,6.872009
ethereum,litecoin,37.799535
ethereum,bitcoin,0.05031088
bitcoin,bitcoin-cash,136.56
bitcoin,litecoin,751.148
bitcoin,ethereum,19.873375
